id,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude, mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean,HR_variance
1.1,0.227952162149969,-0.000733957318840126,0,0,0,0,79.3683333333333,0.20731091954023,2.23302569967362,1.57186421595189,4.21847335998494,15.6311798977154
2.1,0.261552647658183,-0.0106504725152031,0,0,0,0,75.656,5.04951448275863,15.5738752808254,3.11547031879725,24.2698491981682,62.2955011233018
3.1,0.0942184521252438,-0.0116015660209192,0,0,0,0,65.0366666666667,0.132464367816091,0.976622630051695,-0.97290606645258,2.5474472511163,32.228546791706
4.1,0.220377929565308,0.0147983816640767,0,0,0,0,88.6226666666667,0.720813333333335,2.37446943589329,1.9029076982048,3.41114998117865,9.49787774357316
5.1,0.247453312452922,-0.00518022482211606,0.000120102527616391,0.000929638487590638,0.000524870507603515,0.00104974101520703,69.157,0.249635517241378,6.19970435007065,1.62414235961747,10.871566593429,43.3979304504946
6.1,0.885173866602022,0.00582453032457808,0,0,0,0,95.0596666666667,1.04118954022988,1.20695882793358,1.00131927296865,1.52876515997432,3.62087648380075
7.1,0.310331959440854,0.21105130097486,0.000305467984745679,0.00293496396154217,0.00182672982797276,0.00548018948391828,91.5863333333333,0.203410229885058,2.31385708670849,1.33225863788646,4.1577336870427,6.94157126012546
8.1,4.12589326765532,3.38742149743678,0.01831682178526,0.0580455502935083,0.0369990853955391,0.110997256186617,70.4253333333333,0.626191264367814,22.1355618532108,6.16344760892323,53.5138104378025,66.4066855596325
9.1,5.66508205935887,0.699275575878412,0.000891527581499393,0.00566079757409807,0.00292905329626378,0.0117162131850551,68.7953333333333,0.013177471264368,1.59907049697803,-0.444723086281814,4.49623937774158,54.3683968972531
10.1,4.48737212799423,27.8836548831272,0.0676075066518926,0.240178950558416,0.169861421370352,1.18902994959246,87.748,0.785630344827586,26.5616632449235,2.50392275969949,50.6194037301476,53.1233264898471
11.1,7.03259962561707,3.80802471962116,0.0347741755397255,0.103220227532017,0.0689972015358712,0.137994403071742,76.656,0.54332827586207,3.03554248013835,2.82285627998569,3.30690318672538,9.10662744041504
12.1,0.789633333262843,0.0414739526300368,0.000185335833875465,0.000271630642718228,0.000228483238296846,0.000456966476593693,63.366,0.238769655172413,7.42700531665096,4.43308700659544,11.2088605298182,29.7080212666038
13.1,4.46851046203704,0.459040466465132,0.00191312496719288,0.00226974822139601,0.00209143659429444,0.00418287318858889,52.7236666666667,4.2376791954023,6.56634192057491,0.633573587836305,14.3314475468209,137.893180332073
14.1,0.411346834457999,-0.00390346777081895,8.92759797491286e-05,8.92759797491286e-05,8.92759797491286e-05,8.92759797491286e-05,74.2683333333333,0.92127643678161,8.92350294897899,7.04788825140357,10.7991176465544,17.847005897958
15.1,0.975414535150105,0.65745648170677,0,0,0,0,91.629,0.339043793103448,1.85620039852584,0.619717112666974,3.1707099342048,11.137202391155
16.1,0.252073592776588,-0.00296440507038389,0,0,0,0,88.0863333333333,0.36291367816092,1.81067961212564,1.21054069557208,2.49075319798588,5.43203883637693
17.1,0.428454077004526,0.00887328663291335,0.0005845153011299,0.0005845153011299,0.0005845153011299,0.0005845153011299,70.6886666666667,0.0703360919540235,3.80438139626625,2.69066818489911,5.98278842069872,11.4131441887987
18.1,1.16019370230207,0.0382786985156457,0.000784347183903638,0.000944822298339384,0.000864584741121511,0.00172916948224302,65.2046666666667,0.00432229885057437,13.4814265152719,11.6393485014923,15.3235045290515,26.9628530305437
19.1,0.482300267143746,0.0988244761314351,0.000898593788404072,0.00594755066013164,0.00342307222426786,0.00684614444853571,93.4116666666667,0.120248850574712,4.88938703750397,3.98480128674925,6.31101739180249,14.6681611125119
20.1,0.447995480943893,0.0193588239077697,0.00076629754240661,0.000982673891459017,0.000908136780696948,0.00272441034209084,74.051,0.581595517241379,9.30634151538866,5.78492317487604,14.8241556713551,27.919024546166
